start,end,speaker,emotion_raw,emotion,confidence,text_sentiment,text_sent_conf,audio_valence,audio_arousal,text_valence,valence_fused,fused_sentiment,affect_label,attitude_label,state_label,rms_energy,zcr,duration,speaking_rate,f0_mean,f0_std,voiced_ratio,text
816.46,827.58,0,sad,sad,0.6568,neutral,0.6582,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.038475,0.062214,11.115,4.408,141.591,24.892,0.532,나름 뒤에는 이제 어 가설을 잡고 명확한 가설을 잡고 그다음에 인제 어 원칭을 하고 분석을 하고 하는 과정들이 있었고 음.
827.61,837.93,0,sad,sad,0.8674,positive,0.7967,0.0000,0.0000,0.7967,0.3984,overall_positive,긍정/낙관,공감/배려,보통,0.045611,0.058307,10.320,5.523,185.875,49.227,0.820,"그것들이 이번에도 적용되면 좋을 것 같긴 하다라는 생각이었고, 그래서 오히려 지금 이 씨디 시스템이 굉장히 어 현명한 시스템이겠구나."
837.93,852.55,0,sad,sad,0.8754,positive,0.4666,0.0000,0.0000,0.4666,0.2333,overall_neutral,중립,공감/배려,피곤/권태,0.045522,0.052902,14.619,5.199,172.300,37.345,0.788,지금 시점에서는 모든 사람이 같은 고민을 하는 것이 아니라 역할을 명확하게 배분을 하고 집중할 것에 집중하는 것이 굉장히 효율적이겠구나라는 생각에 다시 좀 음 생각이 좀 들었습니다.
854.29,869.77,1,hap,hap,0.4895,neutral,0.5593,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.056089,0.061398,15.485,5.554,209.347,43.654,0.932,"또 얘기하다 보니까 들 생각인데, 사실 제가 작년에 그 메타리브리 하면서 또 한편으로 들었던 생각이 사실 좀 지금의 코코의 엠에 어 변화해야 되는 상황이랑은 좀 그때는 다른 상황이었다고 든는 생각이 뭐였냐면."
870.19,882.07,1,sad,sad,0.5382,neutral,0.5099,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.057506,0.075009,11.878,5.556,225.179,49.986,0.860,사실 메타리블이라는 프로젝트 자체가 약간 어쨌든 모든 목표는 그 무인 네트워크를 활성화하자였거든요. 왜냐하면 그때 갓 새롭게 태어난 네트워크였으니까.
882.24,893.89,1,sad,sad,0.5762,neutral,0.5032,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.058385,0.064425,11.652,5.750,239.595,61.330,0.899,근데 사실 무인 네트워크는 어 포스트 모이저거고 진짜 냉정하게 말하면 그 시점에 코콘의 엠이랑은 상관이 없어요. 왜냐하면은 그 무인 네트워크를 활성화시킨다.
893.89,906.09,1,sad,sad,0.4393,neutral,0.4416,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.060142,0.063538,12.200,6.311,204.861,47.012,0.903,"한들 그때 쿠코의 엔이 돈을 벌고 있던 엠 엘디랑, 에이치 에스디랑은 전혀 상관이 없거든요. 심지어 더 뭐 디 사 에스 사 아이피 를 사용하는 거다 보니까. 아무리 무인네트워크가 잘 됐어도."
906.51,913.23,1,neu,neu,0.4030,neutral,0.6300,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.054134,0.060598,6.710,6.259,208.654,43.615,0.862,"엠 에디 랑 HSD 랑은 상관이 없고 네, 막 그랬어서. 작년에 그 시점에는 저는 어떻게 생각했었냐면."
914.01,924.66,1,sad,sad,0.4867,negative,0.5886,0.0000,0.0000,-0.5886,-0.2943,overall_negative,짜증/불만,중립,몰입/열정,0.061036,0.058758,10.645,6.576,191.087,34.347,0.844,"뭐 그 매번 부회장님이랑 막 포스트 보이저 관계자들이랑 모여서 하는 회의에도 나왔던 얘기지만, 그래서 이게 애매는 무슨? 상관인데 애매는 어떤 수익성을 갖고 올 거야."
924.69,926.12,1,neu,neu,0.6012,neutral,0.5578,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.071627,0.067372,1.430,8.392,193.071,22.144,0.689,약간 이런 얘기가 화두였고.
926.27,938.02,1,sad,sad,0.7389,negative,0.7147,0.0000,0.0000,-0.7147,-0.3574,overall_negative,부정/우려,중립,긴장,0.054526,0.060116,11.748,6.299,203.472,47.214,0.864,"근데 그럴 때마다 그 거기 있던 모두가 헷갈릴 때마다 부회장님도 그렇고 포스터드 보의저도 그렇고 뭐 대표님도 그렇고 이건는 애매 사업이 아니다, 이거는 그냥 그룹사의 사업이다."
938.53,946.41,1,hap,hap,0.4114,neutral,0.5755,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.060200,0.082822,7.880,5.076,223.749,41.598,0.903,그런 관점에서 메타리브리가 해줘야 하는 역할은 그냥 일단 런칭 무위의 최초로 올라가는 서비스.
946.41,956.01,1,neu,neu,0.4872,neutral,0.4564,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.050801,0.060140,9.605,5.414,189.740,40.381,0.794,그 타이틀를 빨리 만들어내야 되고 뭐 그리고 처음 시도하는 블록체인 서비스니까 아무도 모르는데 그냥 뭔가 빨리 결과를 보자.
956.15,965.70,1,hap,hap,0.5308,negative,0.4780,0.0000,0.0000,-0.4780,-0.2390,overall_neutral,중립,중립,보통,0.056126,0.064177,9.546,5.552,200.859,40.579,0.863,"약간 이런 거였어가지고, 그때 저도 그냥 그런 관점에서 아, 그러면 이건 반드시 애매는 적자 접자. 프로젝트가 될 수밖에 없다."
965.81,975.76,1,sad,sad,0.8222,negative,0.6254,0.0000,0.0000,-0.6254,-0.3127,overall_negative,부정/우려,중립,보통,0.046076,0.060509,9.950,5.025,192.716,32.912,0.868,돈 못 번다 돈 버는 거 그냥 깔끔하게 포기하고 대신 또 저기 코코의 도쿄에서는 막 뭐 그때 포켓퍼더 트윈의 블록체인 거잖 막.
975.77,983.20,1,hap,hap,0.5647,neutral,0.4194,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.049011,0.064464,7.428,5.520,188.481,28.002,0.824,약간 이런 거를 하니까 빨리 거기에 이 결과를 어 데이터를 공유를 해주자 약간 이런 생각을 했었어요.
983.30,999.33,1,hap,hap,0.5637,neutral,0.4766,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.056226,0.064754,16.032,4.741,186.969,31.804,0.867,근데 지금 이 얘기를 꺼내는 이유는 어 그런 관점에서 지금 이 질문을 다시 봤을 때 그러면 우리가 이 글로벌 일 억 DAU 에이비 유 를 만들기라는 목표가 물론 엠도 저 목표를 가질 거긴 하지만.
999.72,1013.63,1,sad,sad,0.6137,neutral,0.6438,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.051069,0.055724,13.912,5.535,188.467,40.727,0.871,"지금 이 질문에서 코콘의 그룹사의 목표로 바라보고, 거기서 엠의 강점을 이렇게 얘기를 할 건지, 아니면 아니, 저 목표는 그룹의. 목표이기도 하지만 코콘의 엠의 목표가 될 거기 때문에."
1014.15,1026.75,1,hap,hap,0.6242,neutral,0.3900,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.054207,0.062662,12.600,5.794,199.929,33.132,0.934,솔직히 코콘의 도쿄나 뭐 후쿠오카 상관없이 엠해서 저 글로벌 일 억 디 에 오 에비유 가 나와야 돼. 약간 이렇게 생각하고 할 건지 약간 좀 이런 것들이 저는 그냥 머릿속에 떠올랐어요.
1027.83,1028.83,1,neu,neu,0.4935,neutral,0.6733,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.057084,0.064987,1.000,10.000,185.702,28.136,0.969,어떻게 바라봐야 될까?
1028.87,1045.35,1,sad,sad,0.6541,neutral,0.6127,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.055245,0.060966,16.480,5.158,209.141,44.734,0.812,"그니까 더 더 극단적으로 얘기를 해보자면 그냥 쿠커의 엠은 지금 강점이 빠른 액션, 그리고 데이터를 확보하는 것 이라고 한다면은 그냥 단기적으로는 그냥 계속 테스트 배드를 하는 그룹사가 될 수도 있는 거죠."
1046.24,1060.01,1,sad,sad,0.4320,neutral,0.4168,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.063363,0.061614,13.770,5.592,205.210,51.851,0.916,그냥 저 그냥 이렇게 하고 싶다라는 얘기는 아니에요. 당연히 저희 굴 돈 벌고 싶죠. 그리고 지금 현재 대표님이 좀 지금 많이 바뀌었잖아요. 경영 모드가 달라졌고 엠을 흑자 전환해야 된다.
1060.01,1067.47,1,hap,hap,0.4898,negative,0.5282,0.0000,0.0000,-0.5282,-0.2641,overall_negative,짜증/불만,중립,보통,0.056632,0.063086,7.464,6.699,196.559,28.564,0.838,"이런 걸로 바뀌었기 때문에 당연히 이 방법은 아닐 거라는 생각이 들어요. 그렇게 해서는 안된다고 생각은 들고 네, 왜냐."
1067.55,1077.20,1,hap,hap,0.4683,neutral,0.4221,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.056225,0.068463,9.650,5.078,204.066,36.553,0.887,근데 그룹사 쪽에서 봤을 때 우리도 리더로서 잘하는 팀원한테는 잘하는 걸 시켜서 좀 역할 분담을 해가면서 하는 것처럼.
1077.90,1087.76,1,sad,sad,0.8600,positive,0.3613,0.0000,0.0000,0.3613,0.1807,overall_neutral,중립,공감/배려,피곤/권태,0.046469,0.053148,9.859,5.579,201.768,40.463,0.799,뭔가 엠이 정말 이런 강점을 갖고 있는 거라면은 뭔가 그렇게 생각을 해볼 수도 있나? 약간 뭐 이런 생각이 들었어요. 막 던지는 거예요.
1090.56,1091.60,0,hap,hap,0.3764,neutral,0.5653,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.034729,0.051048,1.040,11.538,105.274,28.254,0.727,어떻게 생각하십니까? 이.
1092.93,1094.50,1,hap,hap,0.5973,negative,0.4296,0.0000,0.0000,-0.4296,-0.2148,overall_neutral,중립,중립,보통,0.042184,0.056328,1.570,7.643,205.848,27.179,0.760,말도 안 되죠. 돈 벌어야죠.
1098.57,1099.56,0,sad,sad,0.4824,neutral,0.4904,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.017985,0.031234,0.990,2.020,187.836,16.086,1.000,음.
1101.95,1108.45,2,hap,hap,0.5759,neutral,0.4330,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.085029,0.074039,6.500,4.462,193.446,26.905,0.819,저 일 억 기회유가 따라오면 돈도 따라오지 않을까. 그쵸 응 하는 생각.
1108.76,1110.14,0,neu,neu,0.6090,neutral,0.4728,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.048994,0.047796,1.380,5.797,144.940,19.573,0.977,제 제가 중간에 그.
1111.38,1111.71,3,neu,neu,0.5652,neutral,0.4401,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.042262,0.036177,0.330,6.061,116.362,1.418,0.818,뭐.
1112.34,1123.17,0,sad,sad,0.8223,negative,0.5439,0.0000,0.0000,-0.5439,-0.2719,overall_negative,부정/우려,중립,보통,0.042500,0.064381,10.830,5.633,140.688,41.348,0.619,"슬랙을 잠깐 보니라고 놓쳤는데, 제가 이해한 부분은 이제 테스트 베드로서의 역할에 머무르지 않을 거에 대한 우려 같은 뉘앙스를 들었어요, 그게."
1124.22,1136.60,1,sad,sad,0.4158,neutral,0.5285,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.057344,0.064504,12.378,5.736,218.461,51.636,0.755,"맞다면 그니까 현실과 이상 사이에서 어, 어떻게 우리는 태도를 취해야 되는가 그까 그니까 당연히 이상을 쫓고 코코네 엠 내부에서 이런 걸 나오게끔 우리는 노력을 할 거예요."
1136.65,1151.45,1,hap,hap,0.7067,negative,0.5930,0.0000,0.0000,-0.5930,-0.2965,overall_negative,짜증/불만,중립,긴장,0.055523,0.069902,14.799,5.203,212.353,45.737,0.793,"근데 뭐 뭔가 이상만을 쫓다 보면은 뭔가 이게 아, 내 뜻대로 되지 않는 이 현실에 지칠 수도 있잖아요. 그럼 그럴 때는 약간의 마인드 컨트롤일 수도 있긴 한데, 그럴 때는 그렇다고 우리의 뭐."
1151.45,1161.73,1,hap,hap,0.4523,negative,0.7148,0.0000,0.0000,-0.7148,-0.3574,overall_negative,짜증/불만,회의적/의심,긴장,0.054477,0.068255,10.286,5.833,198.894,47.925,0.845,"코코의 엠은 목표를 달성하지 못했기 때문에 존재 이유가 없어 그냥 뭐 회사 접어 약간 이렇게 극단적으로 생각하기보다는. 아, 그래도 뭔가 뭔가?"
1161.77,1167.82,1,neu,neu,0.4979,neutral,0.5274,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,확신/단정,보통,0.046480,0.057265,6.050,6.777,191.603,37.564,0.968,코콘의 그룹 측면에서는 분명히 역할을 하고 기여를 하는 게 있으니까 그렇게 또 생각을 해야. 될까.
1168.55,1173.92,0,sad,sad,0.9602,positive,0.5418,0.0000,0.0000,0.5418,0.2709,overall_positive,긍정/낙관,공감/배려,보통,0.046603,0.063976,5.362,4.103,185.213,77.409,0.470,"음, 저는 저는 늘 약간 행복해를 돌리는 스타일인 것."
1173.92,1174.30,3,neu,neu,0.5411,neutral,0.3828,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.038633,0.045614,0.380,10.526,175.783,3.324,0.667,같아요.
1174.87,1183.74,0,sad,sad,0.9014,negative,0.4935,0.0000,0.0000,-0.4935,-0.2468,overall_neutral,중립,중립,보통,0.047173,0.054219,8.870,6.539,145.659,36.903,0.727,"지금에 있는 상황에서 내가 해결되지 않는 음문이 있으면 그걸 가지는데, 그게 만약에 풀리면 너무 단순하게 생각하는 경향이 저도 있긴 한데."
1183.93,1197.86,0,sad,sad,0.9026,negative,0.4403,0.0000,0.0000,-0.4403,-0.2202,overall_neutral,중립,중립,피곤/권태,0.045098,0.056503,13.936,5.238,169.629,45.267,0.606,저는 이 이걸 보면서 무슨 생각을 했냐면 그때랑 상황이 좀 다른 것 같다라고 생각을 했었고. 오히려 지금 이제 브이나 어 티가 가지지 못한 엄청난 강점을 가지고 있는 것 아닌가라는.
1197.88,1208.69,0,sad,sad,0.8983,neutral,0.5998,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.051345,0.064538,10.813,5.179,190.175,49.189,0.666,생각인데 그게 왜 그러냐면 일단 실행력 자체가 다르다라는 거는 실행을 했을 때에. 이 실행의 결과가 누구한테 가장 큰 혜택이 될 거냐면.
1208.94,1216.84,0,sad,sad,0.7302,neutral,0.4734,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.051941,0.071165,7.890,4.816,198.507,43.808,0.462,"이게 반명교사가 돼서 그룹사들이 어 다른 피버들 해서 이렇게 갈 수도 있겠죠, 근데 사실은."
1217.34,1218.19,1,hap,hap,0.5047,neutral,0.5143,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.055472,0.064236,0.850,5.882,173.192,15.623,0.889,직접 경험.
1218.27,1225.16,0,sad,sad,0.8972,neutral,0.5926,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.069160,0.053756,6.890,6.821,198.350,40.730,0.796,"예, 직접 경험을 했을 때 데이터를 실제 쥐고 있고 그거에 대해서 격렬한 토론을 한 것과는 다를 것 같다라는 거고요."
1225.68,1237.96,0,sad,sad,0.8698,positive,0.5740,0.0000,0.0000,0.5740,0.2870,overall_positive,긍정/낙관,공감/배려,보통,0.054453,0.061646,12.278,5.457,190.233,46.293,0.758,아직까지는 아직까지 봤을 때 삼 사 의 지금 첫 번째 모델 중에서 가장 에이듀스러운 거는 엔에 것인 것 같습니다. 두 개는 토이버스도 그렇고 지금 이 캐클럽도 그렇고.
1238.26,1245.77,0,sad,sad,0.9203,neutral,0.5891,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.058922,0.049836,7.510,5.859,183.674,43.660,0.660,제 개인적인 느낌에서는 에이비유보다는 게임적인 느낌이어서 게임적인 시각을 그 그게 잘 될 수도 있겠죠.
1245.77,1255.70,0,sad,sad,0.6834,positive,0.4067,0.0000,0.0000,0.4067,0.2034,overall_neutral,중립,공감/배려,보통,0.051898,0.065317,9.936,4.932,194.920,44.996,0.502,"잘 될 수 있으나 제가 여기서 조금 새서 얘기하면 게임으로 잘 됐을 때 그것이 시장에서 가져주는 효과가 어, 얼마나 클까."
1255.70,1264.32,0,sad,sad,0.8367,neutral,0.4836,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.061806,0.055736,8.620,6.148,193.076,47.871,0.693,"예를 들어 시뮬레이션 해보면 그냥 콜렉션 게임 중에서 제일 잘되 걸 하나 보자고요. 어, 나이언틱의 그 포켓몬고가 그럴 거예요."
1264.35,1269.69,0,sad,sad,0.4222,neutral,0.6547,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.065605,0.054424,5.340,6.180,197.897,44.644,0.731,근데 포켓몬고는 사실 그 당시에 없었던 그 플레이 패턴을 바꾸는 걸 제시를 했죠.
1269.69,1278.22,0,sad,sad,0.8194,positive,0.5252,0.0000,0.0000,0.5252,0.2626,overall_positive,긍정/낙관,공감/배려,몰입/열정,0.057318,0.054591,8.531,6.564,179.872,52.188,0.734,"인제 어 에이알이 라는 걸 통해서 어마어마하게 성공을 했지만, 반대로 어마어마하게 빠른 속도로 급속도로 인제 어 줄어들고 있습니다."
1278.22,1283.90,0,sad,sad,0.9249,neutral,0.4423,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.060463,0.054921,5.680,8.627,184.461,33.080,0.978,근데 다만 그들이 현명한 건 어마어마한 속도로 커졌다고 해서 어마어마한 속도로 그걸 확장할려고 하지는 않았었어요.
1284.69,1295.54,0,sad,sad,0.6854,negative,0.6262,0.0000,0.0000,-0.6262,-0.3131,overall_negative,부정/우려,중립,긴장,0.051393,0.058232,10.849,5.715,194.480,52.374,0.594,"근데 결국 제가 얘기하고 싶은 바는 뭐냐면 어 그런 콜렉션 모델은 명확하게 이제 한계가 뚜렷이 보이는 게 있고, 또 하나는 경쟁사가 너무 많다는 거예요."
1296.17,1306.74,0,sad,sad,0.8661,neutral,0.4390,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.060399,0.052636,10.570,7.001,193.783,45.208,0.894,"어 라이언틱의 포켓몬고 같은 경우에는 에이알 이라는 어마어마한 그게 기술적으로 대단하지 않지만, 경험적으로는 굉장히 다른 건 무언가를 제공했기 때문에 그게 가능했던 거고."
1307.04,1312.08,0,sad,sad,0.6683,negative,0.8248,0.0000,0.0000,-0.8248,-0.4124,overall_negative,부정/우려,중립,보통,0.066981,0.051056,5.040,6.151,182.310,30.215,0.778,그 이후에 등장한 에이알 서비스들은 대부분 또 참패를 금치를 못 했었어요.
1312.88,1328.71,0,sad,sad,0.8929,negative,0.5038,0.0000,0.0000,-0.5038,-0.2519,overall_negative,부정/우려,중립,긴장,0.056543,0.056044,15.840,5.240,205.228,44.075,0.696,그게 무슨 소리냐면 이 게임의 게임적인 성장 중심의 고상 중심의 경우은 사실은 어 일정 부분 경쟁자들이 너무 많고 고객들의 기대도 너무 많고 한계도 너무 많지 않을까라는 게 조심스러운 저희 추정이고요.
1329.10,1343.29,0,sad,sad,0.7790,neutral,0.4575,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.057996,0.061045,14.188,5.850,174.110,37.836,0.743,그런 면에 그냥 다 떠나서 어찌 됐건 에이뷰의 본질에 가장 가까운 것이 우리 서비스라고 하면 누가 기획을 왜 했건 간에 결과론적으로 하면 우리한테 조금 더 기회와 어 손해질 수 있는 데이터들이 있지 않을까.
1343.29,1356.40,0,sad,sad,0.6520,neutral,0.4807,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.052838,0.053925,13.107,6.027,161.114,37.408,0.673,"그리고 지금 얘기한 것처럼 어 소수긴 하나. 그들이 어찌됐건 데이터를 기반으로 해서 우리 서비스를 분석할 수 있는 이 사이트가 명확하게 있는 회사라면. 그리고 어, 선민님이 얘기한 것처럼."
1356.77,1367.07,0,sad,sad,0.5225,positive,0.6282,0.0000,0.0000,0.6282,0.3141,overall_positive,긍정/낙관,공감/배려,보통,0.055323,0.052938,10.300,6.408,170.535,40.115,0.835,"초반에 지지부진하더라도 운영을 통해서 다시 성장을 시킬 수 있는 DNA 가 있는 회사라면 어, 그것이 우리한테 가장 현실적으로. 눈앞에 있는 기회가 아닐까?"
1367.58,1376.78,0,sad,sad,0.8429,positive,0.7117,0.0000,0.0000,0.7117,0.3559,overall_positive,긍정/낙관,공감/배려,보통,0.059610,0.056173,9.203,5.868,190.675,37.241,0.889,"그게 우리의 강점이고, 그래서 오히려 가장 크게 가장 빠르게 글로벌에서 성과를 낼 수 있는 회사도 엠이지 않을까라는 생각이 들고."
1377.56,1392.14,0,sad,sad,0.8200,positive,0.6567,0.0000,0.0000,0.6567,0.3284,overall_positive,긍정/낙관,공감/배려,보통,0.051580,0.057677,14.576,4.802,200.754,52.703,0.605,그래선지 문득 회장님이 회장님한 수많은 얘기 중에 브랜드 떠오르는 것들이 간혹 있죠. 그중에 하나가 이제 이런 거죠제 나는 글로벌에서는 괜이 제일 잘 할 수 있을 것 같애.
1392.75,1401.69,0,sad,sad,0.6149,negative,0.6114,0.0000,0.0000,-0.6114,-0.3057,overall_negative,부정/우려,중립,보통,0.069728,0.059265,8.946,6.372,186.206,39.349,0.639,뭐 이런 얘기들을 이제 이 어떤 기승전결 하에서 딱 왔는데 그때는 뭐 그럴 수도 있고 저럴 수도 있고 뭐 그까 그니까 뭐 이런 것들을 많이 보지 못.
1401.69,1409.33,0,sad,sad,0.7621,neutral,0.5235,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.051558,0.051852,7.640,5.366,162.442,41.800,0.757,근데 이미 회장님은 모든 것들을 다 보고 계셨으니까 그러셨을 수도 있겠다라는 생각도 들긴 하네요.
1409.85,1425.87,0,sad,sad,0.7707,neutral,0.5107,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.032145,0.061841,16.015,2.935,155.895,43.027,0.573,"그래서 음 네, 뭐, 특히 이제 센트가 한번 나오고 나면 센트의 아바타 엔진이 어 다시 지금 이제 사용할 수 있는 구조."
1426.28,1438.89,0,sad,sad,0.9329,negative,0.7892,0.0000,0.0000,-0.7892,-0.3946,overall_negative,부정/우려,회의적/의심,긴장,0.037609,0.059573,12.610,6.027,147.207,43.982,0.623,빠르게 또 할 수 있는 시간 단축을 할 수 있는 구조라면 세컨 트로젝트가 더 빨리 나갈 수도 있겠죠. 그나저나 그게 딴 얘긴인데 새면 안 되는데 유니티 때문에 참 골치가 아플 것 같긴 한데 왜요?
1439.25,1442.83,0,neu,neu,0.4078,neutral,0.5082,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.038588,0.069310,3.580,7.821,172.626,41.300,0.768,"유니티가 돈 받는다고 그랬잖아요. 설치당 설치 건당 아, 진짜요?"
1443.01,1446.59,1,hap,hap,0.3855,neutral,0.6575,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.038729,0.062779,3.580,5.866,191.882,43.100,0.768,유니티 엔진으로 만든 모든 게임이 다운로드당 예.
1447.44,1455.61,0,sad,sad,0.8775,neutral,0.5798,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.051087,0.049986,8.170,6.487,157.101,40.760,0.828,"근데 이제 그 기준이 일 인만 다운로드의 연 매출 이 억 기준이 넘어가면 인데, 일 이가 나오면 다 사업들이 그걸 목표로 하니까 요 예."
1458.23,1461.67,0,sad,sad,0.9163,neutral,0.5502,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.027250,0.082510,3.440,4.651,127.921,10.598,0.139,"그래서 좀 어, 근데 뭐 일단은 그렇고."
1464.31,1471.98,0,sad,sad,0.9636,neutral,0.4108,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.037145,0.060689,7.670,4.433,144.820,45.980,0.642,"그런데 궁금한 게 이런 강점을 가졌는데, 엠엘디는 왜 지금 고전을 하고 있을까요?"
1474.52,1476.06,3,neu,neu,0.6792,positive,0.5749,0.0000,0.0000,0.5749,0.2874,overall_positive,긍정/낙관,공감/배려,보통,0.028844,0.072485,1.540,7.792,143.173,14.064,1.000,빨리 실행할 수 있는 사람이.
1479.87,1480.92,0,neu,neu,0.5265,negative,0.4745,0.0000,0.0000,-0.4745,-0.2373,overall_neutral,중립,중립,보통,0.017307,0.092344,1.050,6.667,140.527,19.831,0.636,아주 적습니다.
1481.73,1486.15,3,sad,sad,0.8066,neutral,0.4756,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.034629,0.062753,4.420,3.620,147.324,25.672,0.388,적고 그 뭔가 지금은 이제 빠른 실행을.
1488.70,1499.53,3,sad,sad,0.8069,neutral,0.6699,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.039407,0.060030,10.830,4.155,132.411,31.194,0.611,하는 멤버 구성이라기보다는 지금 뭐 이제 라이브 돌아가는 거에 대응하는 인원만 인원으로 세팅이 돼 있어서.
1500.16,1500.35,0,unknown,unknown,0.0000,neutral,0.4788,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.019672,0.036947,0.190,10.526,0.000,0.000,0.000,예.
1501.43,1503.70,3,sad,sad,0.8407,neutral,0.5149,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.041624,0.059440,2.270,5.727,151.545,24.668,0.507,뭐 할려면은 야근을 다 해야죠.
1504.60,1514.10,0,sad,sad,0.6629,neutral,0.5069,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,방어적,긴장,0.063895,0.057280,9.500,6.842,163.723,50.837,0.471,"아, 그런 얘기가 아니라 늘 얘기하지만 제 책임을 묻거나 그런 책 문제가 아니고 회고인 거죠. 그까 회고가 우리가 반드시 필요하다라고 인제 얘기를 했잖아요."
1514.15,1521.10,0,sad,sad,0.8640,positive,0.4971,0.0000,0.0000,0.4971,0.2486,overall_neutral,중립,공감/배려,보통,0.047758,0.053507,6.945,7.775,152.175,45.990,0.606,"그래서 회고를 해야 그러면은 이거를 통해서 단명교사를 가져서 이런 케이스는 이렇게 해볼 수 있겠다, 이런 얘기들이 가능하니까."
1521.69,1522.60,3,hap,hap,0.3826,neutral,0.4912,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.031477,0.056001,0.900,5.556,0.000,0.000,0.000,지금은 예.
1523.52,1540.09,0,sad,sad,0.9223,negative,0.4783,0.0000,0.0000,-0.4783,-0.2391,overall_neutral,중립,회의적/의심,피곤/권태,0.027966,0.056530,16.572,3.621,138.778,32.966,0.403,인원이 코어. 그래서 근데 지금의 문제가 네 아니라 사실은 이 성과가 이제 이렇게 된 거는 어 좀 오랜 시간에 문제지 않을까요? 그까 지용님이 맞기.
1540.09,1550.21,3,sad,sad,0.7413,neutral,0.5783,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.034583,0.065866,10.127,3.950,129.715,30.386,0.644,"전부터 오랜 시간부터 네, 그게 이제 지금에 와서 계속 이렇게 발생되고 있는 거로 생각이 되고요."
1552.45,1557.02,0,sad,sad,0.5302,positive,0.7818,0.0000,0.0000,0.7818,0.3909,overall_positive,긍정/낙관,공감/배려,보통,0.049614,0.060543,4.570,4.158,159.012,39.154,0.434,뉴라하지는 강점을 가진 엠파워가 부대했다.
